account_id,r,rd
292757556,1620.8725985904673,217.66633495935918
122955581,1686.7452429949262,225.70167565131007
46115260,1686.7452429949262,225.70167565131007
1572244152,1686.7452429949262,225.70167565131007
37295968,1686.7452429949262,225.70167565131007
52433489,1686.7452429949262,225.70167565131007
1649647648,1482.0555694999266,122.81140939215543
1650354838,1482.0555694999266,122.81140939215543
1649604911,1482.0555694999266,122.81140939215543
1649624533,1482.0555694999266,122.81140939215543
1649757036,1482.0555694999266,122.81140939215543
1651252190,1429.77226552867,114.5641389322093
1651174780,1429.77226552867,114.5641389322093
1651175928,1429.77226552867,114.5641389322093
1651253581,1429.77226552867,114.5641389322093
1651476638,1429.77226552867,114.5641389322093
1526386891,1598.1884005639133,111.57973410107702
1517400698,1598.1884005639133,111.57973410107702
1427100407,1598.1884005639133,111.57973410107702
1513040880,1598.1884005639133,111.57973410107702
1529282248,1598.1884005639133,111.57973410107702
1300455837,1691.513249818295,122.73271710394854
1479402527,1661.955082872399,119.61972353979749
288327980,1691.513249818295,122.73271710394854
1479790131,1691.513249818295,122.73271710394854
1533145710,1691.513249818295,122.73271710394854
1811371866,1477.7156895828007,87.16167450533204
1669386244,1582.3239573593607,115.46232253200311
1669907942,1582.3239573593607,115.46232253200311
1669152990,1582.3239573593607,115.46232253200311
1669387053,1582.3239573593607,115.46232253200311
1669352929,1582.3239573593607,115.46232253200311
1650040185,1467.7634079977984,97.36144636282336
1649400284,1467.7634079977984,97.36144636282336
1650007513,1467.7634079977984,97.36144636282336
1649574363,1467.7634079977984,97.36144636282336
1649685725,1467.7634079977984,97.36144636282336
1246531472,1527.3239507089995,75.35259974109628
1669067572,1460.7851661954253,113.4027598084809
1669577647,1460.7851661954253,113.4027598084809
1669407626,1460.7851661954253,113.4027598084809
1669772146,1460.7851661954253,113.4027598084809
1669769919,1460.7851661954253,113.4027598084809
1650802469,1572.217992108641,115.92400921974264
1649896695,1572.217992108641,115.92400921974264
1649230386,1572.217992108641,115.92400921974264
1649821650,1572.217992108641,115.92400921974264
1650011474,1572.217992108641,115.92400921974264
1829839317,1494.4757566211567,127.22279363774017
194800812,1353.8741925873176,87.98539666279034
159020918,1557.14495969696,184.99482917146784
164019535,1554.7665217920273,106.82818960951948
1082247814,1545.5211919601413,249.38254034639715
425297769,1545.5211919601413,249.38254034639715
372645351,1545.5211919601413,249.38254034639715
407316554,1545.5211919601413,249.38254034639715
73604841,1545.5211919601413,249.38254034639715
87278757,1781.0974389831451,93.36665250833649
1669449384,1439.5860844622396,115.90153950892476
1669730945,1439.5860844622396,115.90153950892476
1670825435,1439.5860844622396,115.90153950892476
1669300091,1439.5860844622396,115.90153950892476
1669583127,1439.5860844622396,115.90153950892476
1470752474,1535.3468836699997,108.81844856484945
1459311384,1535.3468836699997,108.81844856484945
1533499102,1535.3468836699997,108.81844856484945
1532806426,1535.3468836699997,108.81844856484945
1459382454,1535.3468836699997,108.81844856484945
1524712001,1365.2870875745166,117.41559405155718
1525361028,1365.2870875745166,117.41559405155718
1524835014,1365.2870875745166,117.41559405155718
1748532667,1365.2870875745166,117.41559405155718
1524633248,1365.2870875745166,117.41559405155718
1669657737,1501.3924652510218,115.8224141526659
1669346844,1501.3924652510218,115.8224141526659
1669990410,1501.3924652510218,115.8224141526659
1669038778,1501.3924652510218,115.8224141526659
1669589984,1501.3924652510218,115.8224141526659
1459205302,1513.9150760714024,116.47179675584873
1458610209,1513.9150760714024,116.47179675584873
1423366323,1513.9150760714024,116.47179675584873
1543900587,1513.9150760714024,116.47179675584873
1459124273,1513.9150760714024,116.47179675584873
19672354,1512.8505721927063,159.7946169174632
1552711645,1538.746295861273,104.96178209265386
1525266647,1538.746295861273,104.96178209265386
1525057958,1538.746295861273,104.96178209265386
1524955916,1538.746295861273,104.96178209265386
1524969195,1538.746295861273,104.96178209265386
1425359001,1605.6437587024716,113.35144172667076
1271501667,1605.6437587024716,113.35144172667076
1622228403,1605.6437587024716,113.35144172667076
1290724173,1605.6437587024716,113.35144172667076
1415353399,1605.6437587024716,113.35144172667076
368526609,1411.3202749165348,85.36807158274425
1525150785,1350.7155946851212,109.44099271969466
1499558722,1361.238210608408,110.03044917187808
1499784859,1350.7155946851212,109.44099271969466
1499724758,1350.7155946851212,109.44099271969466
1499780198,1350.7155946851212,109.44099271969466
1486792934,1342.2109231663308,95.55587856198002
1432686900,1612.9283283529135,96.35085009366232
1275139073,1119.6347862615146,305.6286140286477
1079673206,1648.8532878129247,227.94523914711442
242900091,1648.8532878129247,227.94523914711442
92296903,1648.8532878129247,227.94523914711442
364569925,1648.8532878129247,227.94523914711442
86744859,1351.1467121870753,227.94523914711442
346191191,1351.1467121870753,227.94523914711442
1585789983,1351.1467121870753,227.94523914711442
1100842895,1351.1467121870753,227.94523914711442
